practice_id,kind,mean_flagged,mean_nonflagged,std_effect_size,n_flagged,n_nonflagged,p_value
E86041,flood,32.93333333333334,-1.733333333333332,0.9091589907254138,3,57,0.07222563194069007
E86041,flood_geo,-25.73333333333333,1.354385964912282,-0.7103954866801816,3,57,0.2777446664732026
E86042,flood_geo,-51.0,3.642857142857149,-0.985077937228274,4,56,0.10626087144690823
E86605,flood,3.5333333333333363,-0.18596491228069967,0.27328579941152764,3,57,0.5414722159470947
E86609,flood,60.6,-3.1894736842105225,0.9086850344851042,3,57,0.11090050381917162
E86609,flood_geo,-63.25,4.517857142857147,-0.9653573551913669,4,56,0.055944232055866495
E86610,flood,13.066666666666668,-0.6877192982456128,0.7336672543678237,3,57,0.08364316258457853
E86612,flood,14.649999999999999,-1.0464285714285733,0.6771197579244157,4,56,0.260080939618097
E86612,flood_geo,-27.650000000000002,1.9749999999999983,-1.277976880997276,4,56,0.010359688715873035
E86615,flood,19.46666666666667,-1.0245614035087702,1.0351922030823186,3,57,0.08364316258457853
E86618,flood,18.333333333333325,-0.9649122807017538,0.5175137844756064,3,57,0.2777313139450437
E86618,flood_geo,-26.399999999999995,1.3894736842105255,-0.7452198496448733,3,57,0.23515311519305737
E86619,flood,-7.5,0.5357142857142855,-0.5072030524519942,4,56,0.29958760671168816
E86620,flood,15.649999999999999,-1.1178571428571484,0.25323504165688665,4,56,0.4066536377913842
E86620,flood_geo,-70.45,5.032142857142852,-1.139962216276528,4,56,0.015722184341086298
E86625,flood,10.866666666666669,-0.5719298245614034,0.46336063951577344,3,57,0.32527067458957404
E86626,flood,18.066666666666674,-0.950877192982455,0.5804996399167046,3,57,0.22204490745866978
E86629,flood,11.800000000000002,-0.621052631578949,0.440797410757257,3,57,0.17483681310563814
E86632,flood,20.949999999999996,-1.496428571428572,0.4443852927951593,4,56,0.20253989236970493
E86637,flood,5.800000000000004,-0.41428571428571104,0.17933668554770604,4,56,0.7000347627639711
E86637,flood_geo,-38.55,2.753571428571432,-1.1919705565282874,4,56,0.059847820327126953
E86640,flood,66.93333333333334,-3.5228070175438604,1.1115223655083313,3,57,0.02108593003647978
E87002,flood,19.199999999999996,-2.5358490566037806,0.375696062155578,7,53,0.27911811950007404
E87003,flood,5.685714285714288,-0.7509433962264139,0.3587194765163754,7,53,0.44729304279482185
E87004,flood,-2.17142857142857,0.2867924528301922,-0.10705606141159794,7,53,0.8538274818158388
E87005,flood,1.1142857142857037,-0.14716981132075602,0.036443338903460014,7,53,0.6451092427645597
E87006,flood,5.428571428571429,-0.7169811320754699,0.2965327138909049,7,53,0.2356315089850518
